identifier,alternative_identifiers,country,continent,region,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,ychr_snps,avg_coverage,sequence_source,mitopatho_alleles,mitopatho_positions,mitopatho_locus,mitopatho_diseases,mitopatho_statuses,mitopatho_homoplasms,mitopatho_heteroplasms
I14879,none,Bahamas,North America,"South Andros, Sanctuary Blue Hole",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,M,Bahamas_SouthAndros_Ceramic,none,C1b,..,1274 calCE,1380 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14880,none,Bahamas,North America,"South Andros, Sanctuary Blue Hole",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,M,Bahamas_SouthAndros_Ceramic,none,A2h,..,1319 calCE,1417 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14881,none,Bahamas,North America,"South Andros, Sanctuary Blue Hole",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,F,Bahamas_SouthAndros_Ceramic,none,A2,n/a (female),1319 calCE,1407 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14882,none,Bahamas,North America,"South Andros, Sanctuary Blue Hole",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,M,Bahamas_SouthAndros_Ceramic,none,A2,..,1277 calCE,1384 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I14883,none,Bahamas,North America,"South Andros, Sanctuary Blue Hole",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,M,Bahamas_SouthAndros_Ceramic,none,A2,..,1319 calCE,1418 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13560,none,Bahamas,North America,"South Andros, Stargate Blue 166",Bahamas_SouthAndros_Ceramic,Neolithic,none,none,24.1,-77.55,M,Bahamas_SouthAndros_Ceramic,none,B2e,..,1271 calCE,1377 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I24541,none,Belize,North America,Mayahak Cab Pek,Belize_11700BP_lc,Belize_11700BP_lc,none,none,16.497398,-88.90496,U,Belize_11700BP_lc,none,n/a (<2x),n/a  (sex unknown),10100 BCE,9400 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I24540,none,Belize,North America,Mayahak Cab Pek,Belize_3600BP,Belize_3600BP,none,none,16.497398,-88.90496,F,Belize_3600BP,none,C,n/a (female),3708 calBCE,3543 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I7543,none,Belize,North America,Mayahak Cab Pek,Belize_4000BP,Belize_4000BP,none,none,16.497398,-88.90496,M,Belize_4000BP,none,C1c4,..,2017 calBCE,1778 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I8041,none,Belize,North America,Mayahak Cab Pek,Belize_4000BP,Belize_4000BP,none,none,16.497398,-88.90496,M,Belize_4000BP,none,A2+(64)+@16111,..,2204 calBCE,2038 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19950,none,Belize,North America,Saki Tzul,Belize_4600BP,Belize_4600BP,none,none,16.515784,-88.875258,M,Belize_4600BP,none,D4h3a,..,2868 calBCE,2580 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5455,none,Belize,North America,Mayahak Cab Pek,Belize_4600BP,Belize_4600BP,none,none,16.497398,-88.90496,M,Belize_4600BP,none,C5b,..,2574 calBCE,2469 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6235,none,Belize,North America,Mayahak Cab Pek,Belize_4600BP,Belize_4600BP,none,none,16.497398,-88.90496,M,Belize_4600BP,none,A2+(64)+@16111,..,2837 calBCE,2472 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6236,none,Belize,North America,Saki Tzul,Belize_4600BP,Belize_4600BP,none,none,16.515784,-88.875258,F,Belize_4600BP,none,C5b,n/a (female),2621 calBCE,2469 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19167,none,Belize,North America,Mayahak Cab Pek,Belize_4900BP,Belize_4900BP,none,none,16.497398,-88.90496,M,Belize_4900BP,none,R,..,3011 calBCE,2897 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19942,none,Belize,North America,Saki Tzul,Belize_4900BP,Belize_4900BP,none,none,16.515784,-88.875258,F,Belize_4900BP,none,C1c,n/a (female),3091 calBCE,2918 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3442,none,Belize,North America,Mayahak Cab Pek,Belize_4900BP,Belize_4900BP,none,none,16.497398,-88.90496,M,Belize_4900BP,none,A2,..,3312 calBCE,2920 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5454,none,Belize,North America,Mayahak Cab Pek,Belize_4900BP,Belize_4900BP,none,none,16.497398,-88.90496,M,Belize_4900BP,none,A2q,..,3319 calBCE,2931 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I7544,none,Belize,North America,Mayahak Cab Pek,Belize_4900BP,Belize_4900BP,none,none,16.497398,-88.90496,F,Belize_4900BP,none,C5b,n/a (female),2894 calBCE,2701 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3442,none,Belize,North America,Mayahak Cab Pek,Belize_4900BP_noUDG,Belize_4900BP_noUDG,none,none,16.497398,-88.90496,M,Belize_4900BP_noUDG,none,A2af1b,..,3312 calBCE,2920 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19944,none,Belize,North America,Saki Tzul,Belize_4900BP_lc,Belize_4900BP_lc,none,none,16.515784,-88.875258,M,Belize_4900BP_lc,none,n/a (<2x),..,3011 calBCE,2881 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13267,none,Belize,North America,Mayahak Cab Pek,Belize_5500BP,Belize_5500BP,none,none,16.497398,-88.90496,F,Belize_5500BP,none,C1c,n/a (female),3630 calBCE,3379 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20428,none,Belize,North America,Mayahak Cab Pek,Belize_7000BP_lc,Belize_7000BP_lc,none,none,16.497398,-88.90496,M,Belize_7000BP_lc,none,n/a (<2x),..,5250 BCE,4900 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5456,none,Belize,North America,Saki Tzul,Belize_7400BP,Belize_7400BP,none,none,16.515784,-88.875258,M,Belize_7400BP,none,D1,..,5479 calBCE,5419 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I5457,none,Belize,North America,Saki Tzul,Belize_7400BP,Belize_7400BP,none,none,16.515784,-88.875258,M,Belize_7400BP,none,D1,..,5513 calBCE,5372 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19170,none,Belize,North America,Mayahak Cab Pek,Belize_8800BP,Belize_8800BP,none,none,16.497398,-88.90496,F,Belize_8800BP,none,D4h3a5,n/a (female),7050 BCE,6600 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19169,none,Belize,North America,Mayahak Cab Pek,Belize_8800BP_possible.1d.rel.I19170,Belize_8800BP_possible.1d.rel.I19170,none,none,16.497398,-88.90496,M,Belize_8800BP_possible.1d.rel.I19170,none,D4h3a5,..,7031 calBCE,6646 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I13268,none,Belize,North America,Mayahak Cab Pek,Belize_9400BP,Belize_9400BP,none,none,16.497398,-88.90496,M,Belize_9400BP,none,C1b,..,7711 calBCE,7523 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3443,none,Belize,North America,Mayahak Cab Pek,Belize_9400BP,Belize_9400BP,none,none,16.497398,-88.90496,F,Belize_9400BP,none,D4h3a,n/a (female),7472 calBCE,7192 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0976,none,Bolivia,South America,"Tiwanaku, La Paz",Bolivia_MH_Tiwanaku,Neolithic,none,none,-16.55,-68.66666667,M,Bolivia_MH_Tiwanaku,none,B2,..,900 CE,1200 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0977,none,Bolivia,South America,"Tiwanaku, La Paz",Bolivia_MH_Tiwanaku,Neolithic,none,none,-16.55,-68.66666667,F,Bolivia_MH_Tiwanaku,none,C1c,n/a (female),900 calCE,1025 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0978,none,Bolivia,South America,"Tiwanaku, La Paz",Bolivia_MH_Tiwanaku,Neolithic,none,none,-16.55,-68.66666667,M,Bolivia_MH_Tiwanaku,none,B2,..,1015 calCE,1155 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0979,none,Bolivia,South America,"Tiwanaku, La Paz",Bolivia_MH_Tiwanaku,Neolithic,none,none,-16.55,-68.66666667,M,Bolivia_MH_Tiwanaku,none,B2,..,650 CE,1000 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19561,none,Bosnia-Herzegovina,Bosnia-Herzegovina,Klakar,BosniaHerzegovina_Medieval,Middle Age,none,none,45.074167,18.148889,M,BosniaHerzegovina_Medieval,none,H3af,..,1223 calCE,1273 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20182,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EBA_MBA,Bronze Age,none,none,41.73,26.33,M,Bulgaria_EBA_MBA,none,J1c+16261,..,3000 BCE,1300 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19481,none,Bulgaria,Europe,Diamandovo (Kardzhali),Bulgaria_EIA,Iron Age,none,none,41.53,25.06,F,Bulgaria_EIA,none,J1c,n/a (female),700 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19487,none,Bulgaria,Europe,Svilengrad ( Haskovo),Bulgaria_EIA,Iron Age,none,none,41.77,26.2,M,Bulgaria_EIA,none,H13b1+200,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19490,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,H13a1a1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19494,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,H7c1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19497,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,F,Bulgaria_EIA,none,U5a2b,n/a (female),1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20180,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,K1c1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20181,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,U8b1a1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20183,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,T2+16189,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20184,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,F,Bulgaria_EIA,none,H5,n/a (female),1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20185,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,H7c1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20186,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA,none,U5a1a1,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19495,none,Bulgaria,Europe,Kapitan Andreevo (South),Bulgaria_EIA_lc,Iron Age,none,none,41.73,26.33,M,Bulgaria_EIA_lc,none,H55+153,..,1100 BCE,500 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19488,none,Bulgaria,Europe,Svilengrad ( Haskovo),Bulgaria_EIA_o,Iron Age,none,none,41.77,26.2,F,Bulgaria_EIA_o,none,C4a1a+195,n/a (female),900 BCE,700 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0679,none,Bulgaria,Europe,Krepost,Bulgaria_Krepost_N,Neolithic,none,none,42.02,25.6,F,Bulgaria_Krepost_N,none,H5,n/a (female),5723 calBCE,5623 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19500,none,Bulgaria,Europe,"Rozovo (Central, Stara Zagora, Kazanlak)",Bulgaria_LIA,Iron Age,none,none,42.56,25.41,M,Bulgaria_LIA,none,HV9,..,300 BCE,200 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19480,none,Bulgaria,Europe,"Kazanlak, Yasenovo, Stara Zagora",Bulgaria_LIA_lc,Iron Age,none,none,42.62,25.41,M,Bulgaria_LIA_lc,none,n/a (<2x),..,450 BCE,300 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10871,none,Cameroon,Africa,Shum Laka,Cameroon_SMA,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA,none,L0a2a1,A00,6058 calBCE,5889 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10872,none,Cameroon,Africa,Shum Laka,Cameroon_SMA,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA,none,L0a2a1,B,5980 calBCE,5771 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10873,none,Cameroon,Africa,Shum Laka,Cameroon_SMA,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA,none,L1c2a1b,B2b,1217 calBCE,1055 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10874,none,Cameroon,Africa,Shum Laka,Cameroon_SMA,Middle Age,none,none,5.8586,10.0778,F,Cameroon_SMA,none,L1c2a1b,n/a (female),1277 calBCE,1059 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10871,none,Cameroon,Africa,Shum Laka,Cameroon_SMA_noUDG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA_noUDG,none,L0a2a1,A00,6058 calBCE,5889 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10872,none,Cameroon,Africa,Shum Laka,Cameroon_SMA_noUDG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA_noUDG,none,L0a2a1,B,5980 calBCE,5771 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10873,none,Cameroon,Africa,Shum Laka,Cameroon_SMA_noUDG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA_noUDG,none,L1c2a1b,B2b,1217 calBCE,1055 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10874,none,Cameroon,Africa,Shum Laka,Cameroon_SMA_noUDG,Middle Age,none,none,5.8586,10.0778,F,Cameroon_SMA_noUDG,none,L1c2a1b,n/a (female),1277 calBCE,1059 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10872,none,Cameroon,Africa,Shum Laka,Cameroon_SMA_d,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA_d,none,L0a2a1,..,5980 calBCE,5771 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10872,none,Cameroon,Africa,Shum Laka,Cameroon_SMA,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA,none,L0a2a1,B,5980 calBCE,5771 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10871,none,Cameroon,Africa,Shum Laka,Cameroon_SMA.DG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA.DG,none,L0a2a1,A00,6058 calBCE,5889 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10871,none,Cameroon,Africa,Shum Laka,Cameroon_SMA.SG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA.SG,none,L0a2a1,A00,6058 calBCE,5889 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10873,none,Cameroon,Africa,Shum Laka,Cameroon_SMA.SG,Middle Age,none,none,5.8586,10.0778,M,Cameroon_SMA.SG,none,L1c2a1b,B2b,1217 calBCE,1055 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10427,none,Canada,North America,Victoria Island,Canada_MDorset,Canada_MDorset,none,none,69.4,-106.26,M,Canada_MDorset,none,D2a1,..,50 calCE,340 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16435,none,Channel Islands,Channel Islands,"Channel Islands, Herm, The Common",ChannelIslands_C_lc,Copper Age,none,none,49.4794,-2.4521,U,ChannelIslands_C_lc,none,n/a (<2x),..,3646 calBCE,3527 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16436,none,Channel Islands,Channel Islands,"Channel Islands, Herm, The Common",ChannelIslands_C_lc,Copper Age,none,none,49.4794,-2.4521,M,ChannelIslands_C_lc,none,n/a (<2x),..,3954 calBCE,3773 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I26628,none,Channel Islands,Channel Islands,"Channel Islands, Alderney, Longis Common",ChannelIslands_EIA,Iron Age,none,none,49.721729,-2.177469,F,ChannelIslands_EIA,none,H61,n/a (female),756 calBCE,416 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I26630,none,Channel Islands,Channel Islands,"Channel Islands, Alderney, Longis Common",ChannelIslands_EIA,Iron Age,none,none,49.721729,-2.177469,M,ChannelIslands_EIA,none,H61,..,749 calBCE,403 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16430,none,Channel Islands,Channel Islands,"Channel Islands, Alderney, Longis Common",ChannelIslands_IA,Iron Age,none,none,49.721729,-2.177469,F,ChannelIslands_IA,none,H61,n/a (female),337 calBCE,52 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16505,none,Channel Islands,Channel Islands,"Channel Islands, Alderney, Longis Common",ChannelIslands_IA,Iron Age,none,none,49.721729,-2.177469,F,ChannelIslands_IA,none,H61,n/a (female),174 calBCE,45 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I26629,none,Channel Islands,Channel Islands,"Channel Islands, Alderney, Longis Common",ChannelIslands_LIA_LaTene,Iron Age,none,none,49.721729,-2.177469,F,ChannelIslands_LIA_LaTene,none,U5a1b1,n/a (female),170 calBCE,90 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16425,none,Channel Islands,Channel Islands,"Channel Islands, Guernsey, Vale, Le Déhus",ChannelIslands_LN,Neolithic,none,none,49.497153,-2.506461,F,ChannelIslands_LN,none,K1a4a1,n/a (female),3083 calBCE,2912 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16429,none,Channel Islands,Channel Islands,"Channel Islands, Guernsey, Vale, Le Déhus",ChannelIslands_LN,Neolithic,none,none,49.497153,-2.506461,M,ChannelIslands_LN,none,K1,I2,3088 calBCE,2914 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I16438,none,Channel Islands,Channel Islands,"Channel Islands, Guernsey, Vale, Le Déhus",ChannelIslands_LN,Neolithic,none,none,49.497153,-2.506461,M,ChannelIslands_LN,none,J1c8,I2a1b1a2b2,2567 calBCE,2301 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
